layer_id,name,D,M,N,Q,W_scale,alpha,alpha_weighted,bulk_max,bulk_min,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,max_rand_eval,mp_softrank,norm,num_evals,num_pl_spikes,num_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,sigma_mp,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,ww_maxdist,ww_softrank,xmax,xmin
85,Linear,0.03000697828575835,768,768,1.0,0.8604315350076848,3.1138108842788395,4.625139166152044,5.492859395962286,0.0,0.9206255837164513,True,30.574748992919922,dense,4.972901900811867,3.0159285820380166,1.4853629003301623,encoder.layer.4.attention.self.key,768,5.3711495,0.17965345838928218,1037.3578125158574,768,86,26,0.8604252496491702,5.47696957750655,0.0,0.15198901742547447,1.0197015623512269,0,1.0068234336909776,1,1,0.22793808967939969,1.008290242598423,30.574748992919922,33.92857984724828,success,5.529443740844727,0.0004769476654473692,,1,25.2853741645813,0.17299814397702704,30.574748992919922,3.273918390274048
86,Linear,0.0931316335882803,768,768,1.0,1.0312519028258775,3.5836283869570327,3.2949901775583936,3.8653103320052344,0.0,0.9318765735940779,True,8.307233810424805,dense,4.359970006499399,2.8586316942275176,0.9194564340294975,encoder.layer.4.attention.self.value,768,3.682594,0.46529451562500024,722.157114614542,768,66,33,1.031251941527243,3.8156723675219437,0.0,0.11886086023614889,1.0361371099891667,0,1.0072106796161182,0,1,0.31802267028706954,1.0137408587262313,8.307233810424805,86.9311170354086,success,2.8822271823883057,0.0006151206325739622,,1,4.5534868240356445,0.4518648532172716,8.307233810424805,2.9171481132507324
89,Linear,0.07373120552660017,768,768,1.0,1.1067150144346982,6.0983659284704395,5.088453167894261,3.358286357520277,0.0,0.944904791903859,True,6.829614162445068,dense,5.621549646679349,2.7972896162009167,0.8343961690030168,encoder.layer.4.attention.output.dense,768,3.2279243,0.4917241703033452,627.0318714823161,768,24,24,1.1067076323265177,3.311482692786238,0.0,0.08206711924371717,1.0258860917673116,0,1.0069644864626086,1,1,1.0406995872286313,1.0140623740065062,6.829614162445068,91.81073140709205,success,2.6133530139923096,0.0002062132698483765,under-trained,1,3.653895854949951,0.4649923453886858,6.829614162445068,3.530726432800293
93,Linear,0.015013555028943304,768,3072,4.0,0.4416626104330269,3.4821957201493485,7.693443006726734,8.670902970807692,0.9634336634230767,0.9844212822977845,True,161.94422912597656,dense,7.710668605225807,3.5951799500179065,2.2093654765610844,encoder.layer.4.intermediate.dense,768,11.488272,0.053542525211334256,3937.131768077612,768,127,84,0.4416568714766912,11.605245724968555,1.289471747218728,0.1454212653655442,1.0101820373535155,0,1.0030461214364381,0,1,0.22025925299193427,0.8670248381907,161.94422912597656,24.31165216152848,success,12.725730895996094,0.46103301644325256,,0,150.47722816467285,0.07080833335767414,161.94422912597656,7.76882791519165
96,Linear,0.027160433450076904,768,3072,4.0,0.45219233942746906,3.4623055756396677,6.768240263614409,8.104744854650844,0.9005272060723162,0.9879849856125832,True,90.12311553955078,dense,6.947950567752903,3.5747148186194604,1.954836196791776,encoder.layer.4.output.dense,768,52.727932,0.08992970123291015,3755.906900167465,768,112,99,0.45218924652193526,10.846994219790565,1.2052215799767292,0.11454633276025496,0.2057162838220597,3,0.9928500808653667,0,1,0.2326660073210822,0.8582258971855221,90.12311553955078,41.675289160628,success,9.493319511413574,0.3837468922138214,,0,37.27553939819336,0.5863931337145698,90.12311553955078,8.121665000915527
102,Linear,0.034400656822307085,768,768,1.0,0.8302955351511203,3.3050959781165785,4.476872485641522,5.934728794953694,0.0,0.9249882857219929,True,22.622276306152344,dense,5.022052052950189,3.04689581494123,1.3545363025108532,encoder.layer.5.attention.self.query,768,5.766097,0.26234003663635247,1114.0272520065942,768,88,28,0.8302934049543176,5.884293498788571,0.0,0.1382707035255517,1.0204985154762272,0,1.0070447179879505,1,1,0.24572405690144553,1.0113538814382945,22.622276306152344,49.24470185626828,success,4.756288051605225,0.00010365476191509515,,1,16.87460708618164,0.2540712146817679,22.622276306152344,3.6976826190948486
103,Linear,0.04123019085085222,768,768,1.0,0.8309132127459966,2.947547403537346,4.352964510547941,5.848118498898742,0.0,0.9116878320161411,True,29.978437423706055,dense,4.991963980148929,3.0462498901379758,1.4768089922231469,encoder.layer.5.attention.self.key,768,5.708232,0.1950774957427976,1112.3715943461514,768,119,22,0.83090554813585,5.874258264574455,0.0,0.17494972386992125,1.0290854227304456,0,1.0069274525344818,0,1,0.17853137777138803,1.0046938672700514,29.978437423706055,37.10572297762661,success,5.47525691986084,0.0007422490743920207,,1,24.18088722229004,0.1933906734188716,29.978437423706055,2.7993030548095703
104,Linear,0.0868361713511469,768,768,1.0,1.031033784513629,2.904660310722366,2.6671811247093498,3.8620253675566745,0.0,0.9351705755497566,True,8.284036636352539,dense,3.854038418644391,2.8588154274131696,0.9182420109035204,encoder.layer.5.attention.self.value,768,3.7249577,0.4662009038696289,722.4626959734546,768,133,32,1.031019601036104,3.816174285352982,0.0,0.1094482000939197,1.0244879507484446,0,1.0070499833175233,0,1,0.16515499439842715,1.0130956758841991,8.284036636352539,87.21143177990035,success,2.8782002925872803,0.002417598385363817,,0,4.565081357955933,0.4489303272847502,8.284036636352539,1.7917808294296265
107,Linear,0.07212135675617604,768,768,1.0,1.0860013399681618,7.532544951661261,6.0409259952086245,3.491931732769869,0.0,0.949173070798156,True,6.338357925415039,dense,6.457959543901607,2.8137004978123756,0.8019767600426111,encoder.layer.5.attention.output.dense,768,3.315259,0.5509205655250552,651.1791669633603,768,15,18,1.0860013864211433,3.439770496034717,0.0,0.06748277661056679,1.0375571009674074,0,1.007082658245091,1,1,1.6866958537423598,1.0146896669504568,6.338357925415039,102.73625671284898,success,2.5176095962524414,1.880434683698695e-05,under-trained,1,3.03902268409729,0.5205347000188076,6.338357925415039,3.825955390930176
111,Linear,0.025199906293963292,768,3072,4.0,0.44398436065299485,3.6124421282513213,7.8561215398384645,9.05789114381347,1.0064323493126077,0.9874889607717471,True,149.533935546875,dense,7.869235477114725,3.590625875305556,2.174739763551973,encoder.layer.5.intermediate.dense,768,11.294245,0.06057415068149568,3896.06214261055,768,110,78,0.4439793562527557,11.44263507623204,1.2714038973591157,0.13662576757093792,1.013138577485084,0,1.0012315862446006,0,1,0.24908658358567706,0.8908200060378446,149.533935546875,26.054702087267916,success,12.22840690612793,0.43725723028182983,,0,138.0910768508911,0.07652349049822772,149.533935546875,8.329939842224121
114,Linear,0.040647413942484445,768,3072,4.0,0.4586494886745809,3.3774264509429126,6.269662293158473,7.818374595320324,0.8687082883689251,0.988851331346713,True,71.8361587524414,dense,6.537665291542892,3.5623993926902164,1.8563431015375933,encoder.layer.5.output.dense,768,42.682636,0.10883620075321206,3650.8954194933176,768,119,104,0.4586463477943819,10.514923001604304,1.168324777956034,0.11835239628256697,0.24635130167007452,3,0.9914931746496956,0,1,0.21793832543744826,0.8549641253009248,71.8361587524414,50.822531200128225,success,8.475621223449707,0.3784310519695282,,0,28.66185760498047,0.6010107151782197,71.8361587524414,7.772427558898926
120,Linear,0.06630517815211506,768,768,1.0,0.8379041729502282,2.8469008826115685,3.700330396214681,5.832219573016418,0.0,0.9186442497011877,True,19.942285537719727,dense,4.536695845550986,3.038972513412054,1.299774930281461,encoder.layer.6.attention.self.query,768,5.6155276,0.29245492258071915,1093.8871317374571,768,108,34,0.8378909684775242,5.777733934653111,0.0,0.15226798946760184,1.0288853186187745,0,1.007015795940915,0,1,0.17771812029039108,1.01176881810311,19.942285537719727,54.85264613569144,success,4.465678691864014,0.0005764976958744228,,1,14.292259216308594,0.28331889595725734,19.942285537719727,3.084523916244507
121,Linear,0.03358831593810885,768,768,1.0,0.8384033532045005,2.8740397299794616,4.144357717774013,5.7693632140688464,0.0,0.9087025686787552,True,27.669248580932617,dense,4.821576904837603,3.0384552068130413,1.441997365082921,encoder.layer.6.attention.self.key,768,5.613348,0.2085117417335511,1092.5849320313328,768,99,28,0.8383972784424325,5.7687541223904,0.0,0.17820280128476848,1.027685102542878,0,1.0068409680750154,0,1,0.18834807959275218,1.0069014157666345,27.669248580932617,39.48733659446946,success,5.260156631469727,0.001113103935495019,,0,21.97526216506958,0.20578753337692252,27.669248580932617,3.127824068069458
122,Linear,0.09052234204672888,768,768,1.0,1.0577133293430663,6.285484402532946,5.382099309779834,3.6770002902163252,0.0,0.94289383189394,True,7.182479381561279,dense,6.029856738735856,2.836625265265261,0.8562743879550376,encoder.layer.6.attention.self.value,768,3.5462708,0.5119402499999999,686.4758527885954,768,23,27,1.0577071171150123,3.6253271478029405,0.0,0.0873304772016153,1.022292798233986,0,1.0069526115388088,0,1,1.1020996832019652,1.014109412814768,7.182479381561279,95.57644600427295,success,2.6800148487091064,0.0003299819363746792,under-trained,1,3.5827999114990234,0.5011750509584869,7.182479381561279,4.121152400970459
125,Linear,0.0847937591139949,768,768,1.0,1.1175075642562795,5.95208299432793,4.5638422461614185,3.2895829206999907,0.0,0.9534828557258956,True,5.844722270965576,dense,5.130232391027715,2.7888602770434407,0.7667638792185117,encoder.layer.6.attention.output.dense,768,3.1904945,0.5628296381235127,614.9789873815022,768,34,16,1.1174994385988288,3.247634878086252,0.0,0.05503144959257676,1.0179095560464848,0,1.0069337935737086,1,1,0.8492752270355186,1.0134233228902296,5.844722270965576,105.21953976093798,success,2.417586088180542,1.1391225598345045e-05,,1,2.631566286087036,0.5497534075896666,5.844722270965576,2.888859272003174
129,Linear,0.017320184895497193,768,3072,4.0,0.4417880537270741,3.6220501691371876,7.8537868831674205,9.079826413444827,1.0088696014938694,0.988518844286024,True,147.34193420410156,dense,7.8681994270838675,3.5949332839256267,2.168326366677102,encoder.layer.6.intermediate.dense,768,11.4311695,0.06162418365478517,3934.8962315768003,768,102,78,0.44178511897989836,11.570012886166293,1.2855569873518102,0.13478161697457727,1.0121460342407222,0,1.0018131899465303,0,1,0.25962165325327596,0.8874859409086329,147.34193420410156,26.705881477883196,success,12.138448715209961,0.42806077003479004,,0,135.9151496887207,0.07755283366615918,147.34193420410156,8.595084190368652
